API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Dec  3 16:29:08 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2035-Dec-01 00:00:00.0000 TDB
Stop  time      : A.D. 2036-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2464895.500000000, A.D. 2036-Jul-21 00:00:00.0000,  7.198901304182546E+07, -1.349281680038310E+08,  1.799019271883368E+04,  2.576416054813092E+01,  1.401940956084536E+01, -2.475890256670610E-03,
2464896.500000000, A.D. 2036-Jul-22 00:00:00.0000,  7.420476081372589E+07, -1.336979373687848E+08,  1.776527651659399E+04,  2.552494445385169E+01,  1.445750632042075E+01, -2.722194048469184E-03,
2464897.500000000, A.D. 2036-Jul-23 00:00:00.0000,  7.639949022629729E+07, -1.324300276472694E+08,  1.752149719330668E+04,  2.527763360644682E+01,  1.489154915689601E+01, -2.909631204472518E-03,
2464898.500000000, A.D. 2036-Jul-24 00:00:00.0000,  7.857250563503774E+07, -1.311248051092275E+08,  1.726461478433013E+04,  2.502233064685150E+01,  1.532116804998496E+01, -3.023627017981312E-03,
2464899.500000000, A.D. 2036-Jul-25 00:00:00.0000,  8.072312437141745E+07, -1.297826671932927E+08,  1.700134177295119E+04,  2.475923191087440E+01,  1.574601888927992E+01, -3.057118944667536E-03,
2464900.500000000, A.D. 2036-Jul-26 00:00:00.0000,  8.285068411572297E+07, -1.284040384771610E+08,  1.673861860681325E+04,  2.448860679401071E+01,  1.616582299889016E+01, -3.011924292812829E-03,
2464901.500000000, A.D. 2036-Jul-27 00:00:00.0000,  8.495454763864186E+07, -1.269893639365409E+08,  1.648287230708450E+04,  2.421075970396900E+01,  1.658038841207968E+01, -2.897771930581605E-03,
2464902.500000000, A.D. 2036-Jul-28 00:00:00.0000,  8.703410406449954E+07, -1.255391013969640E+08,  1.623944054564834E+04,  2.392599034136470E+01,  1.698960748277431E+01, -2.729627983202754E-03,
2464903.500000000, A.D. 2036-Jul-29 00:00:00.0000,  8.908876714207117E+07, -1.240537150106545E+08,  1.601225436405838E+04,  2.363456570569956E+01,  1.739343733256375E+01, -2.524602223863859E-03,
2464904.500000000, A.D. 2036-Jul-30 00:00:00.0000,  9.111797179447515E+07, -1.225336707440903E+08,  1.580376579953730E+04,  2.333670819637810E+01,  1.779187476409550E+01, -2.299497633132752E-03,
2464905.500000000, A.D. 2036-Jul-31 00:00:00.0000,  9.312117022952881E+07, -1.209794339244362E+08,  1.561504269959033E+04,  2.303259637682311E+01,  1.818493476532971E+01, -2.069402769847350E-03,
2464906.500000000, A.D. 2036-Aug-01 00:00:00.0000,  9.509782843905587E+07, -1.193914683361387E+08,  1.544594400805980E+04,  2.272237219334307E+01,  1.857263632141031E+01, -1.847185601879353E-03,
2464907.500000000, A.D. 2036-Aug-02 00:00:00.0000,  9.704742340785654E+07, -1.177702362343390E+08,  1.529531248404086E+04,  2.240614951780908E+01,  1.895499509062427E+01, -1.643534490534115E-03,
2464908.500000000, A.D. 2036-Aug-03 00:00:00.0000,  9.896944100875516E+07, -1.161161987725861E+08,  1.516115241515636E+04,  2.208402120337734E+01,  1.933202072564033E+01, -1.467218814895865E-03,
2464909.500000000, A.D. 2036-Aug-04 00:00:00.0000,  1.008633744064974E+08, -1.144298165463910E+08,  1.504078337634355E+04,  2.175606378042007E+01,  1.970371652683669E+01, -1.325357918242176E-03,
2464910.500000000, A.D. 2036-Aug-05 00:00:00.0000,  1.027287227722925E+08, -1.127115501297069E+08,  1.493097425674647E+04,  2.142234004955800E+01,  2.007007973363987E+01, -1.223600358544630E-03,
2464911.500000000, A.D. 2036-Aug-06 00:00:00.0000,  1.045649901570814E+08, -1.109618605954845E+08,  1.482806653824449E+04,  2.108290029769065E+01,  2.043110149986196E+01, -1.166195133139425E-03,
2464912.500000000, A.D. 2036-Aug-07 00:00:00.0000,  1.063716844388559E+08, -1.091812100658244E+08,  1.472809521173686E+04,  2.073778291569994E+01,  2.078676621981327E+01, -1.155981835886166E-03,
2464913.500000000, A.D. 2036-Aug-08 00:00:00.0000,  1.081483163198837E+08, -1.073700623459735E+08,  1.462691245914996E+04,  2.038701501178360E+01,  2.113705030246580E+01, -1.194344070835740E-03,
2464914.500000000, A.D. 2036-Aug-09 00:00:00.0000,  1.098943983884203E+08, -1.055288836769656E+08,  1.452031545409560E+04,  2.003061331182996E+01,  2.148192071063118E+01, -1.281166071448681E-03,
2464915.500000000, A.D. 2036-Aug-10 00:00:00.0000,  1.116094442706532E+08, -1.036581436125669E+08,  1.440417695426196E+04,  1.966858531964953E+01,  2.182133358789904E+01, -1.414812612046568E-03,
2464916.500000000, A.D. 2036-Aug-11 00:00:00.0000,  1.132929678851746E+08, -1.017583160050319E+08,  1.427457678487152E+04,  1.930093047450068E+01,  2.215523311321604E+01, -1.592124952754403E-03,
2464917.500000000, A.D. 2036-Aug-12 00:00:00.0000,  1.149444827852564E+08, -9.982988008471330E+07,  1.412793406779319E+04,  1.892764097696549E+01,  2.248355041772622E+01, -1.808400727826509E-03,
2464918.500000000, A.D. 2036-Aug-13 00:00:00.0000,  1.165635015507786E+08, -9.787332164735824E+07,  1.396114348486066E+04,  1.854870210872724E+01,  2.280620206787536E+01, -2.057313194994137E-03,
2464919.500000000, A.D. 2036-Aug-14 00:00:00.0000,  1.181495351917928E+08, -9.588913441726378E+07,  1.377172252239287E+04,  1.816409226319222E+01,  2.312308737818552E+01, -2.330733959503561E-03,
2464920.500000000, A.D. 2036-Aug-15 00:00:00.0000,  1.197020925694794E+08, -9.387782172091725E+07,  1.355797833961993E+04,  1.777378351668197E+01,  2.343408380361731E+01, -2.618461410735407E-03,
2464921.500000000, A.D. 2036-Aug-16 00:00:00.0000,  1.212206799442502E+08, -9.183989865701312E+07,  1.331919974035025E+04,  1.737774433013769E+01,  2.373904006355797E+01, -2.907932621408094E-03,
2464922.500000000, A.D. 2036-Aug-17 00:00:00.0000,  1.227048009292440E+08, -8.977589493848319E+07,  1.305586831197143E+04,  1.697594664178537E+01,  2.403776771370038E+01, -3.184110816652819E-03,
2464923.500000000, A.D. 2036-Aug-18 00:00:00.0000,  1.241539573308832E+08, -8.768635844453730E+07,  1.276986058370024E+04,  1.656837961771599E+01,  2.433003376736617E+01, -3.429867795114561E-03,
2464924.500000000, A.D. 2036-Aug-19 00:00:00.0000,  1.255676514999023E+08, -8.557185919481322E+07,  1.246458210571110E+04,  1.615507071914286E+01,  2.461555929794173E+01, -3.627234952944036E-03,
2464925.500000000, A.D. 2036-Aug-20 00:00:00.0000,  1.269453907186454E+08, -8.343299296150470E+07,  1.214494720112532E+04,  1.573611077292839E+01,  2.489403019631486E+01, -3.759726921801487E-03,
2464926.500000000, A.D. 2036-Aug-21 00:00:00.0000,  1.282866936319339E+08, -8.127038327083500E+07,  1.181711995675415E+04,  1.531167436060127E+01,  2.516512384641599E+01, -3.815437175639147E-03,
2464927.500000000, A.D. 2036-Aug-22 00:00:00.0000,  1.295910978179149E+08, -7.908468050860697E+07,  1.148798764309660E+04,  1.488202399762301E+01,  2.542854806659203E+01, -3.789924675137613E-03,
2464928.500000000, A.D. 2036-Aug-23 00:00:00.0000,  1.308581667300451E+08, -7.687655756441726E+07,  1.116444137543812E+04,  1.444749104655494E+01,  2.568407962151565E+01, -3.687587159559413E-03,
2464929.500000000, A.D. 2036-Aug-24 00:00:00.0000,  1.320874940974421E+08, -7.464670274547192E+07,  1.085263525776938E+04,  1.400843776435753E+01,  2.593158662144099E+01, -3.520746058244484E-03,
2464930.500000000, A.D. 2036-Aug-25 00:00:00.0000,  1.332787047431763E+08, -7.239581179186103E+07,  1.055741372919828E+04,  1.356521520446693E+01,  2.617102661324913E+01, -3.306830027094421E-03,
2464931.500000000, A.D. 2036-Aug-26 00:00:00.0000,  1.344314521627748E+08, -7.012458098643421E+07,  1.028201951925457E+04,  1.311813235105144E+01,  2.640242481861948E+01, -3.064937621001462E-03,
2464932.500000000, A.D. 2036-Aug-27 00:00:00.0000,  1.355454142081895E+08, -6.783370256630689E+07,  1.002807773372531E+04,  1.266744337900652E+01,  2.662584483258645E+01, -2.813047775822142E-03,
2464933.500000000, A.D. 2036-Aug-28 00:00:00.0000,  1.366202883806480E+08, -6.552386256522277E+07,  9.795768927548081E+03,  1.221335031541526E+01,  2.684136309814411E+01, -2.566466473640006E-03,
2464934.500000000, A.D. 2036-Aug-29 00:00:00.0000,  1.376557877597438E+08, -6.319574048328499E+07,  9.584085021521896E+03,  1.175601383024136E+01,  2.704905248749053E+01, -2.337405080536925E-03,
2464935.500000000, A.D. 2036-Aug-30 00:00:00.0000,  1.386516379680569E+08, -6.085000997384795E+07,  9.391088024307042E+03,  1.129556552735154E+01,  2.724897484144169E+01, -2.135257949008817E-03,
2464936.500000000, A.D. 2036-Aug-31 00:00:00.0000,  1.396075751146791E+08, -5.848733988461676E+07,  9.214130485348403E+03,  1.083211791944517E+01,  2.744117969358267E+01, -1.967149424830339E-03,
2464937.500000000, A.D. 2036-Sep-01 00:00:00.0000,  1.405233444483813E+08, -5.610839525419432E+07,  9.050027932483703E+03,  1.036577082883145E+01,  2.762570611443449E+01, -1.838463902730680E-03,
2464938.500000000, A.D. 2036-Sep-02 00:00:00.0000,  1.413986994153614E+08, -5.371383810145915E+07,  8.895191711328924E+03,  9.896614468039735E+00,  2.780258535371376E+01, -1.753219029486885E-03,
2464939.500000000, A.D. 2036-Sep-03 00:00:00.0000,  1.422334008709227E+08, -5.130432800637750E+07,  8.745738006390631E+03,  9.424730093764440E+00,  2.797184285547099E+01, -1.714243341229604E-03,
2464940.500000000, A.D. 2036-Sep-04 00:00:00.0000,  1.430272162805297E+08, -4.888052257116394E+07,  8.597589390955865E+03,  8.950189279657282E+00,  2.813349894489780E+01, -1.723178055444308E-03,
2464941.500000000, A.D. 2036-Sep-05 00:00:00.0000,  1.437799188339792E+08, -4.644307788731524E+07,  8.446582067970186E+03,  8.473052782067077E+00,  2.828756801187441E+01, -1.780353536949164E-03,
2464942.500000000, A.D. 2036-Sep-06 00:00:00.0000,  1.444912864732492E+08, -4.399264913185529E+07,  8.288586908545345E+03,  7.993369787300561E+00,  2.843405639546660E+01, -1.884604497002229E-03,
2464943.500000000, A.D. 2036-Sep-07 00:00:00.0000,  1.451611008915700E+08, -4.152989138668644E+07,  8.119646784763783E+03,  7.511178058220555E+00,  2.857295942396429E+01, -2.033087391664523E-03,
2464944.500000000, A.D. 2036-Sep-08 00:00:00.0000,  1.457891465921083E+08, -3.905546073032568E+07,  7.936127742743120E+03,  7.026505171778312E+00,  2.870425815917608E+01, -2.221148890411584E-03,
2464945.500000000, A.D. 2036-Sep-09 00:00:00.0000,  1.463752100974685E+08, -3.657001560657465E+07,  7.734878396887332E+03,  6.539370733458718E+00,  2.882791629968401E+01, -2.442268476995579E-03,
2464946.500000000, A.D. 2036-Sep-10 00:00:00.0000,  1.469190793826421E+08, -3.407421844574666E+07,  7.513391181228682E+03,  6.049789285687612E+00,  2.894387743608597E+01, -2.688070018590949E-03,
2464947.500000000, A.D. 2036-Sep-11 00:00:00.0000,  1.474205435807662E+08, -3.156873751150125E+07,  7.269960405474529E+03,  5.557773700517195E+00,  2.905206252763002E+01, -2.948380213222634E-03,
2464948.500000000, A.D. 2036-Sep-12 00:00:00.0000,  1.478793930060799E+08, -2.905424896807948E+07,  7.003833834677935E+03,  5.063339193603518E+00,  2.915236726503303E+01, -3.211320204670187E-03,
2464949.500000000, A.D. 2036-Sep-13 00:00:00.0000,  1.482954195725970E+08, -2.653143918948991E+07,  6.715354142168537E+03,  4.566508628455894E+00,  2.924465910590565E+01, -3.463458239735928E-03,
2464950.500000000, A.D. 2036-Sep-14 00:00:00.0000,  1.486684177670926E+08, -2.400100732783721E+07,  6.406081272087991E+03,  4.067320257789147E+00,  2.932877439014138E+01, -3.690122201090773E-03,
2464951.500000000, A.D. 2036-Sep-15 00:00:00.0000,  1.489981864398442E+08, -2.146366807626829E+07,  6.078874799348414E+03,  3.565839061114109E+00,  2.940451709773139E+01, -3.876047171655017E-03,
2464952.500000000, A.D. 2036-Sep-16 00:00:00.0000,  1.492845317427942E+08, -1.892015436635292E+07,  5.737898433696479E+03,  3.062171838239852E+00,  2.947166220213303E+01, -4.006560525988689E-03,
2464953.500000000, A.D. 2036-Sep-17 00:00:00.0000,  1.495272714649621E+08, -1.637121944330262E+07,  5.388494576498866E+03,  2.556483816412703E+00,  2.952996730731948E+01, -4.069402334511807E-03,
2464954.500000000, A.D. 2036-Sep-18 00:00:00.0000,  1.497262406791253E+08, -1.381763748243433E+07,  5.036879950323142E+03,  2.049011207705794E+00,  2.957919488665917E+01, -4.056978185820626E-03,
2464955.500000000, A.D. 2036-Sep-19 00:00:00.0000,  1.498812980210274E+08, -1.126020188158174E+07,  4.689649184525479E+03,  1.540062014826298E+00,  2.961914296550072E+01, -3.968413231918433E-03,
2464956.500000000, A.D. 2036-Sep-20 00:00:00.0000,  1.499923313085726E+08, -8.699720818512421E+06,  4.353141980349086E+03,  1.029999493391425E+00,  2.964967590531566E+01, -3.810506767912614E-03,
2464957.500000000, A.D. 2036-Sep-21 00:00:00.0000,  1.500592610114168E+08, -6.137010569318493E+06,  4.032801243412774E+03,  5.192099941112289E-01,  2.967074355344973E+01, -3.596930685453970E-03,
2464958.500000000, A.D. 2036-Sep-22 00:00:00.0000,  1.500820406129760E+08, -3.572887996736827E+06,  3.732675346964505E+03,  8.065387297330140E-03,  2.968238064291444E+01, -3.345791414227861E-03,
2464959.500000000, A.D. 2036-Sep-23 00:00:00.0000,  1.500606539751722E+08, -1.008163936626159E+06,  3.455170508834708E+03, -5.031067503044586E-01,  2.968468763521729E+01, -3.076472737813418E-03,
2464960.500000000, A.D. 2036-Sep-24 00:00:00.0000,  1.499951107884696E+08,  1.556361280840096E+06,  3.201065207661362E+03, -1.014036986101725E+00,  2.967780238997215E+01, -2.806895180695435E-03,
2464961.500000000, A.D. 2036-Sep-25 00:00:00.0000,  1.498854415316294E+08,  4.119899871138539E+06,  2.969715822507394E+03, -1.524512212336906E+00,  2.966187362809027E+01, -2.551890561052872E-03,
2464962.500000000, A.D. 2036-Sep-26 00:00:00.0000,  1.497316930554746E+08,  6.681676682662372E+06,  2.759350733489729E+03, -2.034364246861406E+00,  2.963704288986465E+01, -2.322742432157909E-03,
2464963.500000000, A.D. 2036-Sep-27 00:00:00.0000,  1.495339253090995E+08,  9.240928149591653E+06,  2.567366312364116E+03, -2.543455808102998E+00,  2.960343613130908E+01, -2.127524723777086E-03,
2464964.500000000, A.D. 2036-Sep-28 00:00:00.0000,  1.492922092115994E+08,  1.179690085694582E+07,  2.390575711718760E+03, -3.051668561047526E+00,  2.956116261704903E+01, -1.971786644991980E-03,
2464965.500000000, A.D. 2036-Sep-29 00:00:00.0000,  1.490066253889861E+08,  1.434885020631409E+07,  2.225396263921633E+03, -3.558895176605783E+00,  2.951031783044383E+01, -1.859245939057175E-03,
2464966.500000000, A.D. 2036-Sep-30 00:00:00.0000,  1.486772634173212E+08,  1.689603940434406E+07,  2.067983708354644E+03, -4.065035464876686E+00,  2.945098765314183E+01, -1.792307262444837E-03,
2464967.500000000, A.D. 2036-Oct-01 00:00:00.0000,  1.483042212522090E+08,  1.943773879818209E+07,  1.914331879116595E+03, -4.569995754908254E+00,  2.938325198395109E+01, -1.772339237854581E-03,
2464968.500000000, A.D. 2036-Oct-02 00:00:00.0000,  1.478876046111585E+08,  2.197322545911457E+07,  1.760358967218548E+03, -5.073690415261235E+00,  2.930718674039819E+01, -1.799712303125034E-03,
2464969.500000000, A.D. 2036-Oct-03 00:00:00.0000,  1.474275261732719E+08,  2.450178284916585E+07,  1.601999503340572E+03, -5.576044372577013E+00,  2.922286372786598E+01, -1.873637428110086E-03,
2464970.500000000, A.D. 2036-Oct-04 00:00:00.0000,  1.469241045587360E+08,  2.702270037918113E+07,  1.435316596647725E+03, -6.076995506403395E+00,  2.913034827390904E+01, -1.991871338576701E-03,
2464971.500000000, A.D. 2036-Oct-05 00:00:00.0000,  1.463774631452019E+08,  2.953527267510923E+07,  1.256642344290391E+03, -6.576495864833992E+00,  2.902969492297301E+01, -2.150375201626531E-03,
2464972.500000000, A.D. 2036-Oct-06 00:00:00.0000,  1.457877288623194E+08,  3.203879841253886E+07,  1.062746128000319E+03, -7.074510836245893E+00,  2.892094189801399E+01, -2.343027626070082E-03,
2464973.500000000, A.D. 2036-Oct-07 00:00:00.0000,  1.451550311651892E+08,  3.453257865631891E+07,  8.510217844583094E+02, -7.571015798849174E+00,  2.880410537588640E+01, -2.561489454464549E-03,
2464974.500000000, A.D. 2036-Oct-08 00:00:00.0000,  1.444795014057995E+08,  3.701591473972406E+07,  6.196772490181029E+02, -8.065990319406890E+00,  2.867917473980515E+01, -2.795289628089392E-03,
2464975.500000000, A.D. 2036-Oct-09 00:00:00.0000,  1.437612727911184E+08,  3.948810581130162E+07,  3.679062898922712E+02, -8.559410511060939E+00,  2.854610975736515E+01, -3.032152856325965E-03,
2464976.500000000, A.D. 2036-Oct-10 00:00:00.0000,  1.430004810489143E+08,  4.194844623977148E+07,  9.602238107658923E+01, -9.051240445070507E+00,  2.840484014764628E+01, -3.258540428756618E-03,
2464977.500000000, A.D. 2036-Oct-11 00:00:00.0000,  1.421972658470614E+08,  4.439622308473659E+07, -1.944614370893687E+02, -9.541423398583433E+00,  2.825526750213430E+01, -3.460350750204455E-03,
2464978.500000000, A.D. 2036-Oct-12 00:00:00.0000,  1.413517729609892E+08,  4.683071382656750E+07, -5.008185645975173E+02, -1.002987331349452E+01,  2.809726933556321E+01, -3.623739861666309E-03,
2464979.500000000, A.D. 2036-Oct-13 00:00:00.0000,  1.404641571685287E+08,  4.925118453872269E+07, -8.191707852222025E+02, -1.051646649681700E+01,  2.793070533526259E+01, -3.736062213267388E-03,
2464980.500000000, A.D. 2036-Oct-14 00:00:00.0000,  1.395345858468451E+08,  5.165688871723349E+07, -1.144637700237334E+03, -1.100103375274721E+01,  2.775542648712567E+01, -3.786959469984197E-03,
2464981.500000000, A.D. 2036-Oct-15 00:00:00.0000,  1.385632431956362E+08,  5.404706706166558E+07, -1.471586722128093E+03, -1.148335404999396E+01,  2.757128814514884E+01, -3.769590737256578E-03,
2464982.500000000, A.D. 2036-Oct-16 00:00:00.0000,  1.375503348557244E+08,  5.642094857882245E+07, -1.793991353712976E+03, -1.196315223271389E+01,  2.737816754173591E+01, -3.681872119571494E-03,
2464983.500000000, A.D. 2036-Oct-17 00:00:00.0000,  1.364960924268430E+08,  5.877775334746712E+07, -2.105886244162917E+03, -1.244010421685624E+01,  2.717598424361457E+01, -3.527410365265382E-03,
2464984.500000000, A.D. 2036-Oct-18 00:00:00.0000,  1.354007771126343E+08,  6.111669702969944E+07, -2.401874048598111E+03, -1.291385220649481E+01,  2.696471916974525E+01, -3.315695608337776E-03,
2464985.500000000, A.D. 2036-Oct-19 00:00:00.0000,  1.342646816331205E+08,  6.343699673711867E+07, -2.677603917099535E+03, -1.338402904661901E+01,  2.674442586604928E+01, -3.061220512272200E-03,
2464986.500000000, A.D. 2036-Oct-20 00:00:00.0000,  1.330881298210245E+08,  6.573787734069636E+07, -2.930127202413976E+03, -1.385028624259655E+01,  2.651522896568179E+01, -2.781566245515066E-03,
2464987.500000000, A.D. 2036-Oct-21 00:00:00.0000,  1.318714739306591E+08,  6.801857705886693E+07, -3.158059889737517E+03, -1.431231753338215E+01,  2.627730944830606E+01, -2.494956866723186E-03,
2464988.500000000, A.D. 2036-Oct-22 00:00:00.0000,  1.306150903515823E+08,  7.027835136919960E+07, -3.361537295136601E+03, -1.476987151601895E+01,  2.603088176579329E+01, -2.218017410983819E-03,
2464989.500000000, A.D. 2036-Oct-23 00:00:00.0000,  1.293193747812498E+08,  7.251647486941297E+07, -3.542006020247936E+03, -1.522275174264705E+01,  2.577617051691230E+01, -1.964314525476851E-03,
2464990.500000000, A.D. 2036-Oct-24 00:00:00.0000,  1.279847378248055E+08,  7.473224133939801E+07, -3.701931423064321E+03, -1.567080755812821E+01,  2.551339287539638E+01, -1.743853330314238E-03,
2464991.500000000, A.D. 2036-Oct-25 00:00:00.0000,  1.266116015931704E+08,  7.692496263568734E+07, -3.844496764082462E+03, -1.611392105634416E+01,  2.524274921737651E+01, -1.563334611436318E-03,
2464992.500000000, A.D. 2036-Oct-26 00:00:00.0000,  1.252003974218988E+08,  7.909396710521673E+07, -3.973344621572644E+03, -1.655199479642687E+01,  2.496442101691208E+01, -1.426814561391154E-03,
2464993.500000000, A.D. 2036-Oct-27 00:00:00.0000,  1.237515645172648E+08,  8.123859804040687E+07, -4.092380517292768E+03, -1.698494287986725E+01,  2.467857343332246E+01, -1.336439092620267E-03,
2464994.500000000, A.D. 2036-Oct-28 00:00:00.0000,  1.222655491970906E+08,  8.335821246204564E+07, -4.205635099828243E+03, -1.741268610729784E+01,  2.438535990619734E+01, -1.293039835944754E-03,
2464995.500000000, A.D. 2036-Oct-29 00:00:00.0000,  1.207428043864365E+08,  8.545218030881847E+07, -4.317167895451188E+03, -1.783515079646370E+01,  2.408492669044144E+01, -1.296491013157208E-03,
2464996.500000000, A.D. 2036-Oct-30 00:00:00.0000,  1.191837890891670E+08,  8.751988396442400E+07, -4.430990451123565E+03, -1.825227035197361E+01,  2.377741595517737E+01, -1.345801495126864E-03,
2464997.500000000, A.D. 2036-Oct-31 00:00:00.0000,  1.175889676436257E+08,  8.956071795774812E+07, -4.550986517485231E+03, -1.866398850300503E+01,  2.346296657838012E+01, -1.438959867066103E-03,
2464998.500000000, A.D. 2036-Nov-01 00:00:00.0000,  1.159588086695649E+08,  9.157408861262815E+07, -4.680809827592224E+03, -1.907026299670851E+01,  2.314171212882174E+01, -1.572581608362711E-03,
2464999.500000000, A.D. 2036-Nov-02 00:00:00.0000,  1.142937837257935E+08,  9.355941339550778E+07, -4.823745749808848E+03, -1.947106835217802E+01,  2.281377591049713E+01, -1.741443394964293E-03,
2465000.500000000, A.D. 2036-Nov-03 00:00:00.0000,  1.125943658259480E+08,  9.551611972174422E+07, -4.982532341599464E+03, -1.986639613095720E+01,  2.247926352532316E+01, -1.938034578660819E-03,
2465001.500000000, A.D. 2036-Nov-04 00:00:00.0000,  1.108610280907350E+08,  9.744364305479053E+07, -5.159149448193610E+03, -2.025625130777316E+01,  2.213825423044886E+01, -2.152296585714808E-03,
2465002.500000000, A.D. 2036-Nov-05 00:00:00.0000,  1.090942429128600E+08,  9.934142428078422E+07, -5.354599884867668E+03, -2.064064399889056E+01,  2.179079321979018E+01, -2.371727111253108E-03,
2465003.500000000, A.D. 2036-Nov-06 00:00:00.0000,  1.072944820235173E+08,  1.012089065484639E+08, -5.568719989515841E+03, -2.101957708135501E+01,  2.143688738422630E+01, -2.581966349073817E-03,
2465004.500000000, A.D. 2036-Nov-07 00:00:00.0000,  1.054622177376736E+08,  1.030455319719203E+08, -5.800061806999147E+03, -2.139303173528200E+01,  2.107650662641365E+01, -2.767853978679291E-03,
2465005.500000000, A.D. 2036-Nov-08 00:00:00.0000,  1.035979254310378E+08,  1.048507387163525E+08, -6.045881549119949E+03, -2.176095391678399E+01,  2.070959136359284E+01, -2.914794257000253E-03,
2465006.500000000, A.D. 2036-Nov-09 00:00:00.0000,  1.017020870401345E+08,  1.066239589629140E+08, -6.302250088468194E+03, -2.212324459263378E+01,  2.033606504554112E+01, -3.010170004936086E-03,
2465007.500000000, A.D. 2036-Nov-10 00:00:00.0000,  9.977519518156278E+07,  1.083646180874669E+08, -6.564278526589274E+03, -2.247975529403433E+01,  1.995584929633504E+01, -3.044557768098421E-03,
2465008.500000000, A.D. 2036-Nov-11 00:00:00.0000,  9.781775742163119E+07,  1.100721351707144E+08, -6.826434448942542E+03, -2.283028896960061E+01,  1.956887924067805E+01, -3.012598098545816E-03,
2465009.500000000, A.D. 2036-Nov-12 00:00:00.0000,  9.583030027718031E+07,  1.117459247801504E+08, -7.082917050421238E+03, -2.317460516825395E+01,  1.917511744755232E+01, -2.913489948663361E-03,
2465010.500000000, A.D. 2036-Nov-13 00:00:00.0000,  9.381337261716926E+07,  1.133853998724755E+08, -7.328059581242502E+03, -2.351242861536421E+01,  1.877456586900227E+01, -2.751132720830718E-03,
2465011.500000000, A.D. 2036-Nov-14 00:00:00.0000,  9.176754819146365E+07,  1.149899756290751E+08, -7.556729093380272E+03, -2.384346082689162E+01,  1.836727541487303E+01, -2.533917531303942E-03,
2465012.500000000, A.D. 2036-Nov-15 00:00:00.0000,  8.969342702636456E+07,  1.165590739876110E+08, -7.764691394083202E+03, -2.416739469840697E+01,  1.795335227652198E+01, -2.274120067387031E-03,
2465013.500000000, A.D. 2036-Nov-16 00:00:00.0000,  8.759163545073254E+07,  1.180921285237562E+08, -7.948904415607452E+03, -2.448393140422367E+01,  1.753295941249549E+01, -1.986847776509926E-03,
2465014.500000000, A.D. 2036-Nov-17 00:00:00.0000,  8.546282462970953E+07,  1.195885891941227E+08, -8.107702557981014E+03, -2.479279758472258E+01,  1.710631166711693E+01, -1.688589471154245E-03,
2465015.500000000, A.D. 2036-Nov-18 00:00:00.0000,  8.330766771469139E+07,  1.210479263679480E+08, -8.240845420844853E+03, -2.509375960964148E+01,  1.667366432564399E+01, -1.395574096695995E-03,
2465016.500000000, A.D. 2036-Nov-19 00:00:00.0000,  8.112685600459301E+07,  1.224696336488699E+08, -8.349428125947714E+03, -2.538663177275866E+01,  1.623529705269884E+01, -1.122266609627331E-03,
2465017.500000000, A.D. 2036-Nov-20 00:00:00.0000,  7.892109472353932E+07,  1.238532292376790E+08, -8.435679380923510E+03, -2.567127692621550E+01,  1.579149685620732E+01, -8.803167934026135E-04,
2465018.500000000, A.D. 2036-Nov-21 00:00:00.0000,  7.669109904534318E+07,  1.251982559215975E+08, -8.502694889903069E+03, -2.594760047638165E+01,  1.534254388631700E+01, -6.781234965576033E-04,
2465019.500000000, A.D. 2036-Nov-22 00:00:00.0000,  7.443759082769427E+07,  1.265042800533433E+08, -8.554158792793751E+03, -2.621554050427233E+01,  1.488870248771515E+01, -5.209704256809999E-04,
2465020.500000000, A.D. 2036-Nov-23 00:00:00.0000,  7.216129624943298E+07,  1.277708900053354E+08, -8.594094824522734E+03, -2.647505724578051E+01,  1.443021790709188E+01, -4.115388607237591E-04,
2465021.500000000, A.D. 2036-Nov-24 00:00:00.0000,  6.986294428995074E+07,  1.289976945444858E+08, -8.626669369667768E+03, -2.672612443720200E+01,  1.396731746162815E+01, -3.505578160876155E-04,
2465022.500000000, A.D. 2036-Nov-25 00:00:00.0000,  6.754326582493810E+07,  1.301843214328306E+08, -8.656049199640751E+03, -2.696872381827339E+01,  1.350021426735925E+01, -3.373923548339874E-04,
2465023.500000000, A.D. 2036-Nov-26 00:00:00.0000,  6.520299304945220E+07,  1.313304163924207E+08, -8.686302578032017E+03, -2.720284302285263E+01,  1.302911165743573E+01, -3.704443600431873E-04,
