API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Dec  3 16:29:08 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2035-Dec-01 00:00:00.0000 TDB
Stop  time      : A.D. 2036-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2464765.500000000, A.D. 2036-Mar-13 00:00:00.0000, -1.476960644374762E+08,  1.835658408655655E+07,  9.713077166647650E+03, -4.363979457697174E+00, -2.963852479587384E+01,  1.185910913209298E-03,
2464766.500000000, A.D. 2036-Mar-14 00:00:00.0000, -1.480510153450646E+08,  1.579300426245316E+07,  9.823454402746633E+03, -3.852310057608230E+00, -2.970222506103142E+01,  1.376756443754346E-03,
2464767.500000000, A.D. 2036-Mar-15 00:00:00.0000, -1.483617145957734E+08,  1.322427876610658E+07,  9.952062401167117E+03, -3.339634643535649E+00, -2.975761956694750E+01,  1.605145522841411E-03,
2464768.500000000, A.D. 2036-Mar-16 00:00:00.0000, -1.486280757512274E+08,  1.065113031358728E+07,  1.010142809915496E+04, -2.825972697369357E+00, -2.980458611760304E+01,  1.854573514156854E-03,
2464769.500000000, A.D. 2036-Mar-17 00:00:00.0000, -1.488500161968119E+08,  8.074292939721557E+06,  1.027269874683907E+04, -2.311392679641807E+00, -2.984298841245219E+01,  2.109845798919707E-03,
2464770.500000000, A.D. 2036-Mar-18 00:00:00.0000, -1.490274611136380E+08,  5.494512408544025E+06,  1.046580315915146E+04, -1.796004915954205E+00, -2.987269350864182E+01,  2.358038257145978E-03,
2464771.500000000, A.D. 2036-Mar-19 00:00:00.0000, -1.491603466306269E+08,  2.912545449789177E+06,  1.067965979568847E+04, -1.279950608450533E+00, -2.989358150418553E+01,  2.588664496975923E-03,
2464772.500000000, A.D. 2036-Mar-20 00:00:00.0000, -1.492486220236957E+08,  3.291584635205275E+05,  1.091237599014903E+04, -7.633913235811810E-01, -2.990554850510816E+01,  2.793358651466349E-03,
2464773.500000000, A.D. 2036-Mar-21 00:00:00.0000, -1.492922511178658E+08, -2.254873825378973E+06,  1.116140995811136E+04, -2.465012835426573E-01, -2.990850523759776E+01,  2.965374758922223E-03,
2464774.500000000, A.D. 2036-Mar-22 00:00:00.0000, -1.492912131736260E+08, -4.838769490669466E+06,  1.142368967001233E+04,  2.705368459373765E-01, -2.990237364801847E+01,  3.099116465937968E-03,
2464775.500000000, A.D. 2036-Mar-23 00:00:00.0000, -1.492455035538000E+08, -7.421740215162560E+06,  1.169569716516370E+04,  7.875329103738229E-01, -2.988708331229319E+01,  3.189822135293952E-03,
2464776.500000000, A.D. 2036-Mar-24 00:00:00.0000, -1.491551344255093E+08, -1.000299183098461E+07,  1.197353479336947E+04,  1.304287631722476E+00, -2.986256895396174E+01,  3.233467986698102E-03,
2464777.500000000, A.D. 2036-Mar-25 00:00:00.0000, -1.490201356838305E+08, -1.258172472749215E+07,  1.225299340909719E+04,  1.820589276800074E+00, -2.982876998952164E+01,  3.226910880435696E-03,
2464778.500000000, A.D. 2036-Mar-26 00:00:00.0000, -1.488405561976273E+08, -1.515713433038549E+07,  1.252964289653581E+04,  2.336209735241952E+00, -2.978563270257007E+01,  3.168256927008173E-03,
2464779.500000000, A.D. 2036-Mar-27 00:00:00.0000, -1.486164653723720E+08, -1.772841189113148E+07,  1.279896244290844E+04,  2.850901342682366E+00, -2.973311524154682E+01,  3.057399447795817E-03,
2464780.500000000, A.D. 2036-Mar-28 00:00:00.0000, -1.483479549027930E+08, -2.029474581814783E+07,  1.305652092630416E+04,  3.364395901239299E+00, -2.967119503475689E+01,  2.896618930146033E-03,
2464781.500000000, A.D. 2036-Mar-29 00:00:00.0000, -1.480351404686432E+08, -2.285532371433187E+07,  1.329820646671858E+04,  3.876407141673297E+00, -2.959987747276809E+01,  2.691093507651843E-03,
2464782.500000000, A.D. 2036-Mar-30 00:00:00.0000, -1.476781630449964E+08, -2.540933515679143E+07,  1.352049028724991E+04,  4.386637200585419E+00, -2.951920407675573E+01,  2.449157362971022E-03,
2464783.500000000, A.D. 2036-Mar-31 00:00:00.0000, -1.472771894917565E+08, -2.795597508914687E+07,  1.372069740321115E+04,  4.894786662530934E+00, -2.942925820749324E+01,  2.182186755424809E-03,
2464784.500000000, A.D. 2036-Apr-01 00:00:00.0000, -1.468324121701574E+08, -3.049444754579075E+07,  1.389724988436326E+04,  5.400566745896613E+00, -2.933016687489967E+01,  1.904082567868670E-03,
2464785.500000000, A.D. 2036-Apr-02 00:00:00.0000, -1.463440474807852E+08, -3.302396934391500E+07,  1.404985006077774E+04,  5.903711775941004E+00, -2.922209819634145E+01,  1.630414958450288E-03,
2464786.500000000, A.D. 2036-Apr-03 00:00:00.0000, -1.458123333702700E+08, -3.554377338321878E+07,  1.417957951188087E+04,  6.403990379415258E+00, -2.910525499186200E+01,  1.377350367732788E-03,
2464787.500000000, A.D. 2036-Apr-04 00:00:00.0000, -1.452375259592121E+08, -3.805311125685170E+07,  1.428890009543672E+04,  6.901214548931654E+00, -2.897986538335878E+01,  1.160471843546063E-03,
2464788.500000000, A.D. 2036-Apr-05 00:00:00.0000, -1.446198954912899E+08, -4.055125494411799E+07,  1.438155090026930E+04,  7.395246249506874E+00, -2.884617099621755E+01,  9.935562881100424E-04,
2464789.500000000, A.D. 2036-Apr-06 00:00:00.0000, -1.439597218321086E+08, -4.303749738600577E+07,  1.446233895124123E+04,  7.886001110062616E+00, -2.870441289760959E+01,  8.873446985795397E-04,
2464790.500000000, A.D. 2036-Apr-07 00:00:00.0000, -1.432572898139910E+08, -4.551115175227215E+07,  1.453682578597218E+04,  8.373448036990903E+00, -2.855481545400147E+01,  8.483816655484588E-04,
2464791.500000000, A.D. 2036-Apr-08 00:00:00.0000, -1.425128848529416E+08, -4.797154926108287E+07,  1.461092281203344E+04,  8.857603005194584E+00, -2.839756929771027E+01,  8.781040759959780E-04,
2464792.500000000, A.D. 2036-Apr-09 00:00:00.0000, -1.417267894038188E+08, -5.041803558511186E+07,  1.469042841260508E+04,  9.338515781923547E+00, -2.823281624738148E+01,  9.724526690124691E-04,
2464793.500000000, A.D. 2036-Apr-10 00:00:00.0000, -1.408992808496421E+08, -5.284996618213774E+07,  1.478056352451444E+04,  9.816250370060787E+00, -2.806064016852291E+01,  1.122255015660656E-03,
2464794.500000000, A.D. 2036-Apr-11 00:00:00.0000, -1.400306312319468E+08, -5.526670121880810E+07,  1.488557643423602E+04,  1.029086275412720E+01, -2.788106706324558E+01,  1.314428618270469E-03,
2464795.500000000, A.D. 2036-Apr-12 00:00:00.0000, -1.391211088287046E+08, -5.766760093180964E+07,  1.500847897779942E+04,  1.076238130613512E+01, -2.769407488616464E+01,  1.533754449463132E-03,
2464796.500000000, A.D. 2036-Apr-13 00:00:00.0000, -1.381709811337185E+08, -6.005202216048334E+07,  1.515094411890954E+04,  1.123079452237068E+01, -2.749961010597907E+01,  1.764753796598129E-03,
2464797.500000000, A.D. 2036-Apr-14 00:00:00.0000, -1.371805185014126E+08, -6.241931642185184E+07,  1.531335285814479E+04,  1.169604789152012E+01, -2.729760596385552E+01,  1.993203070242089E-03,
2464798.500000000, A.D. 2036-Apr-15 00:00:00.0000, -1.361499977110731E+08, -6.476882946184327E+07,  1.549494591166824E+04,  1.215804842897668E+01, -2.708799775266165E+01,  2.207022461520936E-03,
2464799.500000000, A.D. 2036-Apr-16 00:00:00.0000, -1.350797049276425E+08, -6.709990189674353E+07,  1.569402407734841E+04,  1.261667348652562E+01, -2.687073255913562E+01,  2.396531802634883E-03,
2464800.500000000, A.D. 2036-Apr-17 00:00:00.0000, -1.339699378458242E+08, -6.941187044296806E+07,  1.590814920685068E+04,  1.307178032858247E+01, -2.664577326738868E+01,  2.554245661853471E-03,
2464801.500000000, A.D. 2036-Apr-18 00:00:00.0000, -1.328210070676800E+08, -7.170406928965811E+07,  1.613431585205719E+04,  1.352321399564634E+01, -2.641309815390098E+01,  2.674436955093284E-03,
2464802.500000000, A.D. 2036-Apr-19 00:00:00.0000, -1.316332369225654E+08, -7.397583131255315E+07,  1.636908262762055E+04,  1.397081224012416E+01, -2.617269793068415E+01,  2.752669492048554E-03,
2464803.500000000, A.D. 2036-Apr-20 00:00:00.0000, -1.304069659988359E+08, -7.622648898607643E+07,  1.660866713541001E+04,  1.441440727657350E+01, -2.592457198182210E+01,  2.785440544201379E-03,
2464804.500000000, A.D. 2036-Apr-21 00:00:00.0000, -1.291425476524144E+08, -7.845537498807603E+07,  1.684901807675138E+04,  1.485382464857120E+01, -2.566872522637947E+01,  2.770021319637550E-03,
2464805.500000000, A.D. 2036-Apr-22 00:00:00.0000, -1.278403507160229E+08, -8.066182260349029E+07,  1.708588405436277E+04,  1.528887984703189E+01, -2.540516678013197E+01,  2.704545694333760E-03,
2464806.500000000, A.D. 2036-Apr-23 00:00:00.0000, -1.265007605645855E+08, -8.284516612640294E+07,  1.731490156800672E+04,  1.571937364055032E+01, -2.513391140592271E+01,  2.588365906403212E-03,
2464807.500000000, A.D. 2036-Apr-24 00:00:00.0000, -1.251241805907148E+08, -8.500474153573927E+07,  1.753172458595410E+04,  1.614508753338867E+01, -2.485498448513260E+01,  2.422650131771675E-03,
2464808.500000000, A.D. 2036-Apr-25 00:00:00.0000, -1.237110339986083E+08, -8.713988776133271E+07,  1.773221307066083E+04,  1.656578130174056E+01, -2.456843066367959E+01,  2.211126192332102E-03,
2464809.500000000, A.D. 2036-Apr-26 00:00:00.0000, -1.222617656394740E+08, -8.924994882717924E+07,  1.791268558607623E+04,  1.698119486807589E+01, -2.427432523816417E+01,  1.960781501713527E-03,
2464810.500000000, A.D. 2036-Apr-27 00:00:00.0000, -1.207768434275182E+08, -9.133427701536343E+07,  1.807022087996826E+04,  1.739105634913728E+01, -2.397278586924241E+01,  1.682247780108170E-03,
2464811.500000000, A.D. 2036-Apr-28 00:00:00.0000, -1.192567587754578E+08, -9.339223692689641E+07,  1.820296891913563E+04,  1.779509656438561E+01, -2.366398096631014E+01,  1.389595764022644E-03,
2464812.500000000, A.D. 2036-Apr-29 00:00:00.0000, -1.177020255652435E+08, -9.542320998627684E+07,  1.831041270955652E+04,  1.819306786611719E+01, -2.334813105058043E+01,  1.099395279467785E-03,
2464813.500000000, A.D. 2036-Apr-30 00:00:00.0000, -1.161131774555236E+08, -9.742659868104878E+07,  1.839351977288723E+04,  1.858476298329414E+01, -2.302550116989418E+01,  8.291400101541058E-04,
2464814.500000000, A.D. 2036-May-01 00:00:00.0000, -1.144907637367012E+08, -9.940182978695609E+07,  1.845474168768525E+04,  1.897002907862366E+01, -2.269638543847770E+01,  5.953760929813257E-04,
2464815.500000000, A.D. 2036-May-02 00:00:00.0000, -1.128353443003171E+08, -1.013483560436741E+08,  1.849785482262820E+04,  1.934877390144059E+01, -2.236108737268643E+01,  4.119661254797791E-04,
2464816.500000000, A.D. 2036-May-03 00:00:00.0000, -1.111474844383543E+08, -1.032656561108284E+08,  1.852766947649419E+04,  1.972096375438670E+01, -2.201990042566209E+01,  2.888173783119896E-04,
2464817.500000000, A.D. 2036-May-04 00:00:00.0000, -1.094277501054155E+08, -1.051532329725273E+08,  1.854965423657745E+04,  2.008661524795879E+01, -2.167309190439805E+01,  2.311933517544773E-04,
2464818.500000000, A.D. 2036-May-05 00:00:00.0000, -1.076767040657178E+08, -1.070106111485368E+08,  1.856952440288663E+04,  2.044578347392764E+01, -2.132089148310400E+01,  2.395520454090416E-04,
2464819.500000000, A.D. 2036-May-06 00:00:00.0000, -1.058949031418483E+08, -1.088373331078226E+08,  1.859283486281335E+04,  2.079854856992630E+01, -2.096348414132778E+01,  3.097914411549496E-04,
2464820.500000000, A.D. 2036-May-07 00:00:00.0000, -1.040828966546474E+08, -1.106329552451939E+08,  1.862460833463818E+04,  2.114500169489844E+01, -2.060100705655564E+01,  4.338124410807609E-04,
2464821.500000000, A.D. 2036-May-08 00:00:00.0000, -1.022412260783826E+08, -1.123970437553835E+08,  1.866902435228229E+04,  2.148523103287798E+01, -2.023355035980093E+01,  6.003570533978930E-04,
2464822.500000000, A.D. 2036-May-09 00:00:00.0000, -1.003704258728861E+08, -1.141291707463470E+08,  1.872919125619531E+04,  2.181930874656310E+01, -1.986116194222535E+01,  7.960818327363839E-04,
2464823.500000000, A.D. 2036-May-10 00:00:00.0000, -9.847102535069469E+07, -1.158289109400195E+08,  1.880701798176765E+04,  2.214728033905493E+01, -1.948385615630674E+01,  1.006772712004000E-03,
2464824.500000000, A.D. 2036-May-11 00:00:00.0000, -9.654355130159082E+07, -1.174958392586872E+08,  1.890319124361873E+04,  2.246915798900023E+01, -1.910162535282198E+01,  1.218538568852345E-03,
2464825.500000000, A.D. 2036-May-12 00:00:00.0000, -9.458853098476899E+07, -1.191295294623172E+08,  1.901724806605279E+04,  2.278491876554794E+01, -1.871445229604953E+01,  1.418794963000458E-03,
2464826.500000000, A.D. 2036-May-13 00:00:00.0000, -9.260649507004824E+07, -1.207295538147167E+08,  1.914771880380064E+04,  2.309450744065046E+01, -1.832232121000223E+01,  1.596895713775304E-03,
2464827.500000000, A.D. 2036-May-14 00:00:00.0000, -9.059798018507192E+07, -1.222954835793223E+08,  1.929230755581707E+04,  2.339784249599203E+01, -1.792522572587609E+01,  1.744368888193293E-03,
2464828.500000000, A.D. 2036-May-15 00:00:00.0000, -8.856353087545487E+07, -1.238268900383933E+08,  1.944807771115750E+04,  2.369482337162105E+01, -1.752317302568928E+01,  1.854816456061670E-03,
2464829.500000000, A.D. 2036-May-16 00:00:00.0000, -8.650370095259629E+07, -1.253233457144816E+08,  1.961161866451800E+04,  2.398533712434169E+01, -1.711618450455349E+01,  1.923602331939556E-03,
2464830.500000000, A.D. 2036-May-17 00:00:00.0000, -8.441905434035969E+07, -1.267844255332918E+08,  1.977918157652766E+04,  2.426926321001957E+01, -1.670429395191891E+01,  1.947470729900758E-03,
2464831.500000000, A.D. 2036-May-18 00:00:00.0000, -8.231016561502479E+07, -1.282097077677205E+08,  1.994678375961632E+04,  2.454647574210713E+01, -1.628754452258104E+01,  1.924220110828045E-03,
2464832.500000000, A.D. 2036-May-19 00:00:00.0000, -8.017762046507967E+07, -1.295987747142871E+08,  2.011029087141156E+04,  2.481684310400208E+01, -1.586598577946919E+01,  1.852529192803765E-03,
2464833.500000000, A.D. 2036-May-20 00:00:00.0000, -7.802201629023336E+07, -1.309512131612732E+08,  2.026549322873354E+04,  2.508022519003424E+01, -1.543967202858768E+01,  1.732004347186233E-03,
2464834.500000000, A.D. 2036-May-21 00:00:00.0000, -7.584396311893557E+07, -1.322666148114627E+08,  2.040819745729119E+04,  2.533646894134131E+01, -1.500866312703340E+01,  1.563491973180398E-03,
2464835.500000000, A.D. 2036-May-22 00:00:00.0000, -7.364408494404086E+07, -1.335445769217734E+08,  2.053435697731376E+04,  2.558540339200123E+01, -1.457302886136461E+01,  1.349661429572713E-03,
2464836.500000000, A.D. 2036-May-23 00:00:00.0000, -7.142302143898347E+07, -1.347847035039084E+08,  2.064026253747940E+04,  2.582683622061250E+01, -1.413285761429874E+01,  1.095792699212339E-03,
2464837.500000000, A.D. 2036-May-24 00:00:00.0000, -6.918142980789562E+07, -1.359866074530734E+08,  2.072280352532864E+04,  2.606055461637820E+01, -1.368826899147767E+01,  8.105841840722050E-04,
2464838.500000000, A.D. 2036-May-25 00:00:00.0000, -6.691998626361002E+07, -1.371499138657954E+08,  2.077978855312616E+04,  2.628633347976074E+01, -1.323942814033157E+01,  5.066512643745469E-04,
2464839.500000000, A.D. 2036-May-26 00:00:00.0000, -6.463938641043788E+07, -1.382742645075724E+08,  2.081028077253699E+04,  2.650395262656581E+01, -1.278655709204107E+01,  2.003004142334674E-04,
2464840.500000000, A.D. 2036-May-27 00:00:00.0000, -6.234034379902072E+07, -1.393593229134915E+08,  2.081487021011859E+04,  2.671322122731982E+01, -1.232993708265131E+01, -8.973158453251528E-05,
2464841.500000000, A.D. 2036-May-28 00:00:00.0000, -6.002358626613399E+07, -1.404047791253286E+08,  2.079579264152795E+04,  2.691400329210294E+01, -1.186989741225433E+01, -3.445188267905408E-04,
2464842.500000000, A.D. 2036-May-29 00:00:00.0000, -5.768985033998723E+07, -1.414103528838044E+08,  2.075683049054444E+04,  2.710623554145550E+01, -1.140679146271925E+01, -5.476249503368891E-04,
2464843.500000000, A.D. 2036-May-30 00:00:00.0000, -5.533987468485145E+07, -1.423757944143755E+08,  2.070299315810204E+04,  2.728993111043659E+01, -1.094096645039977E+01, -6.873910785429871E-04,
2464844.500000000, A.D. 2036-May-31 00:00:00.0000, -5.297439388240130E+07, -1.433008826656118E+08,  2.064004215529561E+04,  2.746516852017033E+01, -1.047273619853661E+01, -7.581653740129646E-04,
2464845.500000000, A.D. 2036-Jun-01 00:00:00.0000, -5.059413362564932E+07, -1.441854215916907E+08,  2.057396373531222E+04,  2.763207120540911E+01, -1.000236382768813E+01, -7.603073886315315E-04,
2464846.500000000, A.D. 2036-Jun-02 00:00:00.0000, -4.819980782140023E+07, -1.450292354455629E+08,  2.051048393478990E+04,  2.779078497223177E+01, -9.530055997267855E+00, -6.992804780829864E-04,
2464847.500000000, A.D. 2036-Jun-03 00:00:00.0000, -4.579211751998079E+07, -1.458321639849860E+08,  2.045468328538537E+04,  2.794145887503563E+01, -9.055965979842490E+00, -5.843342447593436E-04,
2464848.500000000, A.D. 2036-Jun-04 00:00:00.0000, -4.337175126345611E+07, -1.465940581743083E+08,  2.041072776739299E+04,  2.808423158576589E+01, -8.580201392702744E+00, -4.271818091030610E-04,
2464849.500000000, A.D. 2036-Jun-05 00:00:00.0000, -4.093938638737215E+07, -1.473147766312943E+08,  2.038170652922988E+04,  2.821922273802322E+01, -8.102833303774760E+00, -2.408667750271043E-04,
2464850.500000000, A.D. 2036-Jun-06 00:00:00.0000, -3.849569090835670E+07, -1.479941828564067E+08,  2.036955797744542E+04,  2.834652777200705E+01, -7.623905097708439E+00, -3.884608346327312E-05,
2464851.500000000, A.D. 2036-Jun-07 00:00:00.0000, -3.604132575222934E+07, -1.486321432025167E+08,  2.037506736204028E+04,  2.846621505812594E+01, -7.143440755105718E+00,  1.657565818908857E-04,
2464852.500000000, A.D. 2036-Jun-08 00:00:00.0000, -3.357694715423284E+07, -1.492285255393033E+08,  2.039792303470522E+04,  2.857832475065378E+01, -6.661452678779960E+00,  3.607659945932262E-04,
2464853.500000000, A.D. 2036-Jun-09 00:00:00.0000, -3.110320908617300E+07, -1.497831985756714E+08,  2.043682037460804E+04,  2.868286932370150E+01, -6.177949071375105E+00,  5.354407589441834E-04,
2464854.500000000, A.D. 2036-Jun-10 00:00:00.0000, -2.862076556254571E+07, -1.502960317888317E+08,  2.048960111320764E+04,  2.877983582887146E+01, -5.692940516113943E+00,  6.808019287145584E-04,
2464855.500000000, A.D. 2036-Jun-11 00:00:00.0000, -2.613027268383993E+07, -1.507668958670066E+08,  2.055341325610131E+04,  2.886918965247902E+01, -5.206445185728261E+00,  7.897784190540325E-04,
2464856.500000000, A.D. 2036-Jun-12 00:00:00.0000, -2.363239031083085E+07, -1.511956635237235E+08,  2.062487554780394E+04,  2.895087917211557E+01, -4.718492171693443E+00,  8.571700155670658E-04,
2464857.500000000, A.D. 2036-Jun-13 00:00:00.0000, -2.112778332828384E+07, -1.515822105104656E+08,  2.070023212374002E+04,  2.902484045092748E+01, -4.229122751506194E+00,  8.794666738705104E-04,
2464858.500000000, A.D. 2036-Jun-14 00:00:00.0000, -1.861712253394399E+07, -1.519264166570927E+08,  2.077548777572811E+04,  2.909100107871800E+01, -3.738389839891220E+00,  8.545938772335226E-04,
2464859.500000000, A.D. 2036-Jun-15 00:00:00.0000, -1.610108525905926E+07, -1.522281668077355E+08,  2.084652106098086E+04,  2.914928244974533E+01, -3.246356247180470E+00,  7.816689093418372E-04,
2464860.500000000, A.D. 2036-Jun-16 00:00:00.0000, -1.358035587565053E+07, -1.524873515857611E+08,  2.090917990047485E+04,  2.919960006582051E+01, -2.753092626787526E+00,  6.608527631251082E-04,
2464861.500000000, A.D. 2036-Jun-17 00:00:00.0000, -1.105562636656598E+07, -1.527038680050530E+08,  2.095937125769258E+04,  2.924186180012446E+01, -2.258676154166121E+00,  4.933724795305183E-04,
2464862.500000000, A.D. 2036-Jun-18 00:00:00.0000, -8.527597123064503E+06, -1.528776200399331E+08,  2.099316226598620E+04,  2.927596446351644E+01, -1.763191089586592E+00,  2.817714375442648E-04,
2464863.500000000, A.D. 2036-Jun-19 00:00:00.0000, -5.996978082518791E+06, -1.530085193683488E+08,  2.100691394181550E+04,  2.930178957460810E+01, -1.266732421227854E+00,  3.041380038382169E-05,
2464864.500000000, A.D. 2036-Jun-20 00:00:00.0000, -3.464490207677650E+06, -1.530964866008467E+08,  2.099746847204119E+04,  2.931920005223123E+01, -7.694135941778751E-01, -2.537937319672112E-04,
2464865.500000000, A.D. 2036-Jun-21 00:00:00.0000, -9.308671168442877E+05, -1.531414533664527E+08,  2.096240329850465E+04,  2.932804056895760E+01, -2.713785364905288E-01, -5.606158443500486E-04,
2464866.500000000, A.D. 2036-Jun-22 00:00:00.0000,  1.603143599281358E+06, -1.531433655741008E+08,  2.090034497103840E+04,  2.932814503937607E+01,  2.271836428708212E-01, -8.759599924383354E-04,
2464867.500000000, A.D. 2036-Jun-23 00:00:00.0000,  4.136780125315561E+06, -1.531021879084950E+08,  2.081130070092529E+04,  2.931935406318968E+01,  7.260257923345950E-01, -1.182081335154850E-03,
2464868.500000000, A.D. 2036-Jun-24 00:00:00.0000,  6.669268107311343E+06, -1.530179091043361E+08,  2.069692336364836E+04,  2.930154183646866E+01,  1.224838875034101E+00, -1.458975205760493E-03,
2464869.500000000, A.D. 2036-Jun-25 00:00:00.0000,  9.199824869033787E+06, -1.528905469018770E+08,  2.056059978448600E+04,  2.927464623646955E+01,  1.723264046337325E+00, -1.687036949855281E-03,
2464870.500000000, A.D. 2036-Jun-26 00:00:00.0000,  1.172766596384877E+07, -1.527201511911214E+08,  2.040727358485758E+04,  2.923869072980439E+01,  2.220922004399995E+00, -1.850385983710789E-03,
2464871.500000000, A.D. 2036-Jun-27 00:00:00.0000,  1.425201286367392E+07, -1.525068041205896E+08,  2.024299337890744E+04,  2.919378751511938E+01,  2.717451903695416E+00, -1.939686863008605E-03,
2464872.500000000, A.D. 2036-Jun-28 00:00:00.0000,  1.677209998195391E+07, -1.522506169241408E+08,  2.007427996712178E+04,  2.914011948238001E+01,  3.212546019132729E+00, -1.953388430205871E-03,
2464873.500000000, A.D. 2036-Jun-29 00:00:00.0000,  1.928717947663299E+07, -1.519517243787028E+08,  1.990746911426634E+04,  2.907790881165409E+01,  3.705968635372046E+00, -1.897082036200093E-03,
2464874.500000000, A.D. 2036-Jun-30 00:00:00.0000,  2.179652321473000E+07, -1.516102784442345E+08,  1.974817238783836E+04,  2.900738469089403E+01,  4.197556447144628E+00, -1.781558064200661E-03,
2464875.500000000, A.D. 2036-Jul-01 00:00:00.0000,  2.429942227062532E+07, -1.512264424880656E+08,  1.960092799139023E+04,  2.892875953755781E+01,  4.687205963863920E+00, -1.620503987470157E-03,
2464876.500000000, A.D. 2036-Jul-02 00:00:00.0000,  2.679518486010547E+07, -1.508003868590946E+08,  1.946903827063739E+04,  2.884221651382177E+01,  5.174856159854132E+00, -1.428569600570251E-03,
2464877.500000000, A.D. 2036-Jul-03 00:00:00.0000,  2.928313361295919E+07, -1.503322859304732E+08,  1.935454693685472E+04,  2.874790608614607E+01,  5.660472565127261E+00, -1.220079561374821E-03,
2464878.500000000, A.D. 2036-Jul-04 00:00:00.0000,  3.176260279640644E+07, -1.498223163479027E+08,  1.925830107461661E+04,  2.864594767776973E+01,  6.144035438844844E+00, -1.008330212681319E-03,
2464879.500000000, A.D. 2036-Jul-05 00:00:00.0000,  3.423293577774721E+07, -1.492706561183439E+08,  1.918005585596710E+04,  2.853643312150392E+01,  6.625531995455034E+00, -8.052680040231408E-04,
2464880.500000000, A.D. 2036-Jul-06 00:00:00.0000,  3.669348279162084E+07, -1.486774842377606E+08,  1.911859775989503E+04,  2.841943006993262E+01,  7.104951466049307E+00, -6.213554937115617E-04,
2464881.500000000, A.D. 2036-Jul-07 00:00:00.0000,  3.914359897565570E+07, -1.480429806714351E+08,  1.907187599112839E+04,  2.829498477903397E+01,  7.582281685009758E+00, -4.655016738497331E-04,
2464882.500000000, A.D. 2036-Jul-08 00:00:00.0000,  4.158264262362560E+07, -1.473673265968432E+08,  1.903713912464678E+04,  2.816312441769927E+01,  8.057506326295291E+00, -3.450076516466893E-04,
2464883.500000000, A.D. 2036-Jul-09 00:00:00.0000,  4.400997363169021E+07, -1.466507048709675E+08,  1.901107582607865E+04,  2.802385929090693E+01,  8.530602457094510E+00, -2.655295771401001E-04,
2464884.500000000, A.D. 2036-Jul-10 00:00:00.0000,  4.642495214374005E+07, -1.458933006933719E+08,  1.898995723143220E+04,  2.787718524961461E+01,  9.001538488326899E+00, -2.310812110679628E-04,
2464885.500000000, A.D. 2036-Jul-11 00:00:00.0000,  4.882693741372875E+07, -1.450953024201116E+08,  1.896977673619241E+04,  2.772308627574882E+01,  9.470272776040400E+00, -2.440924982352044E-04,
2464886.500000000, A.D. 2036-Jul-12 00:00:00.0000,  5.121528688899964E+07, -1.442569024629296E+08,  1.894638242395222E+04,  2.756153694427081E+01,  9.936753060752281E+00, -3.055180972686422E-04,
2464887.500000000, A.D. 2036-Jul-13 00:00:00.0000,  5.358935548446036E+07, -1.433782982015132E+08,  1.891559905315191E+04,  2.739250429597696E+01,  1.040091669143169E+01, -4.149630366661050E-04,
2464888.500000000, A.D. 2036-Jul-14 00:00:00.0000,  5.594849497604039E+07, -1.424596928546273E+08,  1.887334033799171E+04,  2.721594865848787E+01,  1.086269126506058E+01, -5.707715238858491E-04,
2464889.500000000, A.D. 2036-Jul-15 00:00:00.0000,  5.829205340835645E+07, -1.415012963014071E+08,  1.881571743760258E+04,  2.703182312985522E+01,  1.132199500490768E+01, -7.700151890093210E-04,
2464890.500000000, A.D. 2036-Jul-16 00:00:00.0000,  6.061937440031272E+07, -1.405033259138663E+08,  1.873915499044955E+04,  2.684007177837860E+01,  1.177873595234933E+01, -1.008321567338655E-03,
2464891.500000000, A.D. 2036-Jul-17 00:00:00.0000,  6.292979625796610E+07, -1.394660075487354E+08,  1.864053030487150E+04,  2.664062713127610E+01,  1.223280890641465E+01, -1.279506856425527E-03,
2464892.500000000, A.D. 2036-Jul-18 00:00:00.0000,  6.522265088385284E+07, -1.383895769375617E+08,  1.851735241691768E+04,  2.643340826855272E+01,  1.268408912852989E+01, -1.575029640402015E-03,
2464893.500000000, A.D. 2036-Jul-19 00:00:00.0000,  6.749726262570834E+07, -1.372742817790853E+08,  1.836799241406471E+04,  2.621832178610737E+01,  1.313242240069202E+01, -1.883380842000903E-03,
2464894.500000000, A.D. 2036-Jul-20 00:00:00.0000,  6.975294744263358E+07, -1.361203848184050E+08,  1.819196024013311E+04,  2.599526873792539E+01,  1.357761248041440E+01, -2.189677059798001E-03,
